cust_id,tradeline_id,credit_type,is_active,sanction_amount,current_balance,emi_amount,dpd_history,written_off_flag,last_payment_date,opened_date,max_dpd,dpd_months
CUST100011,TL1000056,CD,1,11583,1903,634,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-16,2015-09-12,0,0
CUST100011,TL1000057,CD,1,10802,6220,518,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-17,2021-01-07,0,0
CUST100011,TL1000058,CC,1,26552,8934,1489,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-10-17,2022-05-07,0,0
CUST100012,TL1000059,PL,1,84864,25610,4268,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-19,2019-08-21,0,0
CUST100012,TL1000060,CD,0,15034,3010,334,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-18,2019-08-07,0,0
CUST100014,TL1000061,Auto,0,184786,18862,6287,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-27,2016-09-02,0,0
CUST100014,TL1000062,PL,1,88453,20399,566,"0,0,0,0,30,0,0,0,0,0,0,0",0,2023-07-18,2021-08-27,30,1
CUST100014,TL1000063,PL,1,93393,1444,40,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-25,2019-02-11,0,0
CUST100014,TL1000064,PL,1,69539,17364,482,"0,0,0,0,30,0,0,0,0,0,0,0",0,2024-07-24,2018-04-26,30,1
CUST100015,TL1000065,PL,1,118037,23383,2598,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-08,2020-09-27,0,0
CUST100015,TL1000066,CC,1,53655,593,49,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-06-10,2018-01-22,0,0
CUST100016,TL1000067,CD,1,15112,6823,758,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-01,2015-03-07,0,0
CUST100016,TL1000068,CD,1,16359,1132,188,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-06-06,2015-02-22,0,0
CUST100016,TL1000069,PL,1,92927,33181,11060,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-10-07,2016-02-27,0,0
CUST100016,TL1000070,CD,1,15935,1212,134,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-10,2021-12-30,0,0
CUST100017,TL1000071,CC,1,2617,1345,112,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-17,2023-12-08,0,0
CUST100017,TL1000072,CD,1,3299,2052,684,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-22,2022-08-02,0,0
CUST100017,TL1000073,CC,1,8230,2300,383,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-10-01,2018-09-25,0,0
CUST100017,TL1000074,PL,1,6316,1538,42,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-07-17,2019-10-27,0,0
CUST100018,TL1000075,CD,1,15961,3820,318,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-15,2018-04-14,0,0
CUST100018,TL1000076,CC,1,43483,24833,8277,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-27,2015-05-28,0,0
CUST100018,TL1000077,Auto,1,186331,14743,2457,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-26,2016-07-25,0,0
CUST100018,TL1000078,CC,0,38905,11871,989,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-02-14,2018-09-09,0,0
CUST100019,TL1000079,CD,1,29059,15211,1267,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-10,2017-01-26,0,0
CUST100019,TL1000080,CC,1,72308,21361,7120,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-07-03,2017-01-15,0,0
CUST100019,TL1000081,CD,0,26026,7738,644,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-09,2017-03-18,0,0
CUST100019,TL1000082,Auto,1,337989,16102,1341,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-10-20,2018-02-22,0,0
CUST100019,TL1000083,PL,0,159540,120761,20126,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-11-26,2016-11-19,0,0
CUST100020,TL1000084,CC,1,28036,21056,3509,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-06-24,2018-02-18,0,0
CUST100020,TL1000085,CD,0,8799,3709,618,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-16,2020-01-05,0,0
CUST100020,TL1000086,CC,1,25060,540,15,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-29,2016-04-15,0,0
CUST100021,TL1000087,CC,1,4614,1213,50,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-05-11,2022-09-18,0,0
CUST100021,TL1000088,CD,1,2539,384,10,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-17,2019-09-14,0,0
CUST100021,TL1000089,CD,0,1672,829,92,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-20,2022-04-07,0,0
CUST100021,TL1000090,CC,1,7319,876,24,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-06-21,2020-07-02,0,0
CUST100021,TL1000091,PL,1,5000,1373,152,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-19,2017-10-03,0,0
CUST100021,TL1000092,CC,0,3382,2073,691,"0,0,0,30,0,0,0,0,0,0,0,0",0,2024-08-29,2016-04-04,30,1
CUST100021,TL1000093,CD,0,2526,861,143,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-08-04,2016-01-23,0,0
CUST100021,TL1000094,CD,1,1137,397,33,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-10-25,2021-08-11,0,0
CUST100021,TL1000095,PL,1,22612,14613,2435,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-16,2016-01-09,0,0
CUST100022,TL1000096,CC,1,15957,3630,605,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-20,2019-07-03,0,0
CUST100022,TL1000097,CD,1,5714,3629,151,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-05-19,2022-06-30,0,0
CUST100022,TL1000098,CC,1,20793,2751,114,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-02-23,2023-05-14,0,0
CUST100022,TL1000099,Auto,1,83423,45095,5010,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-22,2018-05-31,0,0
CUST100022,TL1000100,PL,1,52439,10880,1813,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-19,2021-09-05,0,0
CUST100023,TL1000101,CC,1,29949,3055,254,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-05-19,2023-05-16,0,0
CUST100023,TL1000102,CD,0,14740,4284,1428,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-26,2017-06-12,0,0
CUST100024,TL1000103,PL,1,92866,13604,1511,"60,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-24,2022-05-03,60,1
CUST100024,TL1000104,CC,0,40808,9924,275,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-06-19,2016-10-22,0,0
CUST100025,TL1000105,CD,0,5940,3031,505,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-09,2022-07-06,0,0
CUST100025,TL1000106,CC,1,9778,8082,2694,"0,0,0,0,0,0,0,30,0,0,0,0",0,2024-07-09,2019-05-29,30,1
CUST100025,TL1000107,CC,1,13460,10716,3572,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-22,2015-08-05,0,0
CUST100028,TL1000108,PL,1,58108,27022,1125,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-02-26,2016-03-13,0,0
CUST100028,TL1000109,PL,1,60610,20596,572,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-03-19,2019-04-07,0,0
CUST100028,TL1000110,CC,0,25597,13382,557,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-26,2022-08-02,0,0
CUST100028,TL1000111,CD,1,11757,1542,42,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-15,2023-06-20,0,0
CUST100028,TL1000112,CC,1,28396,3988,1329,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-26,2015-01-06,0,0
CUST100029,TL1000113,PL,1,79339,32258,10752,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-25,2015-08-24,0,0
CUST100030,TL1000114,Auto,0,225900,30456,2538,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-05-31,2021-08-23,0,0
CUST100030,TL1000115,PL,1,111279,3243,90,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-26,2017-07-31,0,0
CUST100030,TL1000116,CD,1,18634,10066,1118,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-06-27,2020-08-11,0,0
CUST100031,TL1000117,Auto,0,113206,27103,752,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-03,2021-08-28,0,0
CUST100031,TL1000118,Auto,1,125170,29434,9811,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-03-22,2015-01-24,0,0
CUST100031,TL1000119,CC,1,25243,3954,164,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-05,2023-05-07,0,0
CUST100031,TL1000120,CD,1,8780,3648,1216,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-07,2022-06-02,0,0
CUST100031,TL1000121,PL,0,70960,9939,1656,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-10,2016-03-11,0,0
CUST100031,TL1000122,PL,1,75756,20927,2325,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-24,2018-11-04,0,0
CUST100031,TL1000123,PL,1,52967,3799,633,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-03,2021-07-16,0,0
CUST100031,TL1000124,CC,1,29188,7005,194,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-06-19,2023-03-15,0,0
CUST100032,TL1000125,CC,1,55231,16372,682,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-05,2021-02-08,0,0
CUST100032,TL1000126,PL,1,105644,59283,4940,"0,0,0,0,0,0,0,0,0,30,0,0",0,2023-09-16,2020-02-25,30,1
CUST100032,TL1000127,CC,0,57145,20740,2304,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-08,2015-12-09,0,0
CUST100032,TL1000128,CD,0,19353,2802,934,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-05-06,2016-07-17,0,0
CUST100032,TL1000129,CC,1,57164,12290,512,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-10-11,2020-10-14,0,0
CUST100033,TL1000130,CC,1,3672,2591,863,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-04,2022-10-27,0,0
CUST100033,TL1000131,CD,1,1696,613,25,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-13,2019-12-07,0,0
CUST100033,TL1000132,CD,1,4151,1476,123,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-05-18,2018-06-16,0,0
CUST100033,TL1000133,Auto,1,46452,16557,2759,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-05-18,2015-09-02,0,0
CUST100033,TL1000134,PL,0,25996,6330,1055,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-10-26,2018-04-01,0,0
CUST100034,TL1000135,PL,0,99457,4152,461,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-08-21,2021-08-21,0,0
CUST100034,TL1000136,PL,0,114338,29628,4938,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-11-27,2016-10-25,0,0
CUST100034,TL1000137,PL,1,117635,55987,2332,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-05-04,2021-02-10,0,0
CUST100034,TL1000138,CC,0,41905,6671,2223,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-13,2016-06-11,0,0
CUST100034,TL1000139,CC,1,51610,19661,2184,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-11-18,2022-06-14,0,0
CUST100035,TL1000140,PL,1,46793,5749,159,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-07-25,2018-03-23,0,0
CUST100035,TL1000141,Auto,1,87348,45096,7516,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-19,2015-08-10,0,0
CUST100036,TL1000142,PL,1,56438,1384,153,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-05-30,2015-06-07,0,0
CUST100036,TL1000143,CC,1,31781,12260,2043,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-07-13,2019-01-21,0,0
CUST100036,TL1000144,CC,1,29634,6535,2178,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-15,2021-08-12,0,0
CUST100036,TL1000145,PL,1,48549,12008,2001,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-02-18,2020-03-27,0,0
CUST100036,TL1000146,CC,0,25653,7699,641,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-24,2022-08-23,0,0
CUST100037,TL1000147,PL,1,30929,11815,1312,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-13,2015-08-19,0,0
CUST100037,TL1000148,CC,1,19680,10112,421,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-21,2015-12-15,0,0
CUST100037,TL1000149,CD,1,7532,2147,715,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-20,2015-09-24,0,0
CUST100037,TL1000150,CC,1,22063,11963,3987,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-11,2017-01-04,0,0
CUST100038,TL1000151,PL,1,58193,21842,1820,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-06-14,2023-11-25,0,0
CUST100038,TL1000152,PL,1,52251,27316,3035,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-23,2017-07-14,0,0
CUST100038,TL1000153,Auto,1,96398,25600,711,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-07-29,2018-12-18,0,0
CUST100038,TL1000154,CD,1,8909,421,17,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-19,2016-03-23,0,0
CUST100038,TL1000155,PL,1,59547,36515,1521,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-29,2017-05-29,0,0
CUST100038,TL1000156,CC,1,27007,7752,861,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-15,2015-04-29,0,0
CUST100038,TL1000157,PL,1,59286,29561,821,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-02,2015-10-12,0,0
CUST100038,TL1000158,PL,1,43385,34164,3796,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-08,2017-03-22,0,0
CUST100038,TL1000159,CC,1,23216,5858,488,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-12,2017-12-06,0,0
CUST100039,TL1000160,CC,1,34394,2857,317,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-05-06,2015-11-07,0,0
CUST100039,TL1000161,CC,1,44230,13164,365,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-03,2020-03-24,0,0
CUST100039,TL1000162,CD,0,12713,1913,79,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-09-29,2016-08-27,0,0
CUST100040,TL1000163,PL,1,74551,35779,993,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-21,2017-11-26,0,0
CUST100040,TL1000164,CC,1,36217,9273,257,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-10-10,2016-02-02,0,0
CUST100040,TL1000165,CC,1,39271,25479,8493,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-09-27,2016-10-22,0,0
CUST100040,TL1000166,PL,1,80259,20268,844,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-30,2023-06-17,0,0
CUST100040,TL1000167,PL,0,70366,26068,4344,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-07,2018-10-02,0,0
CUST100041,TL1000168,CC,0,25657,174,14,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-02-19,2018-06-13,0,0
CUST100041,TL1000169,PL,1,52319,20782,3463,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-28,2020-09-27,0,0
CUST100041,TL1000170,PL,1,66907,29677,1236,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-09-22,2021-11-02,0,0
CUST100041,TL1000171,CC,1,24529,15782,5260,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-09,2017-01-20,0,0
CUST100041,TL1000172,PL,1,55343,29338,3259,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-06-15,2017-05-03,0,0
CUST100042,TL1000173,CD,1,4923,2013,83,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-07,2018-08-17,0,0
CUST100042,TL1000174,PL,1,30087,3082,513,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-16,2015-10-11,0,0
CUST100042,TL1000175,PL,1,36404,7145,2381,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-05,2017-12-13,0,0
CUST100042,TL1000176,CC,1,9380,4069,169,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-18,2016-01-28,0,0
CUST100042,TL1000177,PL,1,35153,7274,606,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-04,2019-08-29,0,0
CUST100042,TL1000178,CC,1,19298,8986,2995,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-20,2022-01-23,0,0
CUST100044,TL1000179,CC,1,27358,2721,453,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-05-11,2021-04-17,0,0
CUST100044,TL1000180,PL,1,60020,28785,1199,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-03-05,2017-10-22,0,0
CUST100044,TL1000181,CC,1,25134,18390,3065,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-07,2019-02-22,0,0
CUST100044,TL1000182,CC,1,26215,13671,4557,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-19,2015-09-10,0,0
CUST100044,TL1000183,PL,0,58339,10499,874,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-14,2016-09-13,0,0
CUST100044,TL1000184,PL,1,54959,21364,1780,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-09-06,2021-05-26,0,0
CUST100044,TL1000185,PL,1,70279,33213,11071,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-27,2017-09-07,0,0
CUST100044,TL1000186,CC,1,33435,5206,144,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-13,2023-04-14,0,0
CUST100044,TL1000187,CC,1,21022,13243,1103,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-04,2015-02-09,0,0
CUST100044,TL1000188,PL,0,56963,3912,652,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-06,2018-01-19,0,0
CUST100047,TL1000189,PL,0,62251,12265,340,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-20,2016-07-07,0,0
CUST100047,TL1000190,CC,1,33516,3876,1292,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-07-02,2019-10-30,0,0
CUST100048,TL1000191,PL,1,22972,6576,1096,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-20,2023-02-05,0,0
CUST100048,TL1000192,CC,0,14116,6708,186,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-06-21,2017-02-27,0,0
CUST100048,TL1000193,CD,1,5538,1798,149,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-06-10,2017-06-08,0,0
CUST100048,TL1000194,CD,1,3530,1246,103,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-05-11,2019-08-11,0,0
CUST100048,TL1000195,PL,1,25359,4896,816,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-11,2022-08-30,0,0
