app_id,mob_2_dpd30,mob_3_dpd30,mob_4_dpd30,mob_5_dpd30,mob_6_dpd30,write_off_flag
APP200059,0,0,0,0,0,0
APP200060,0,0,0,0,0,0
APP200061,0,0,0,0,0,0
APP200062,0,0,0,0,0,0
APP200063,0,0,0,0,0,0
APP200064,0,0,0,0,0,0
APP200065,0,0,1,0,0,0
APP200066,0,0,0,0,0,0
APP200067,0,0,0,0,0,0
APP200068,0,0,0,0,0,0
APP200069,0,0,0,0,0,0
APP200070,0,0,0,0,0,0
APP200071,0,1,0,0,0,0
APP200072,0,0,0,0,0,0
APP200073,0,0,0,0,0,0
APP200074,0,0,0,0,0,0
APP200075,0,0,0,0,0,0
APP200076,0,0,0,0,0,0
APP200077,0,0,0,0,0,0
APP200078,0,0,0,0,0,0
APP200079,0,0,0,1,0,0
APP200080,0,0,0,0,0,0
APP200081,0,0,0,0,0,0
APP200082,1,0,0,0,0,0
APP200083,0,0,0,0,0,0
APP200084,0,0,0,0,0,0
APP200085,0,0,0,0,0,0
APP200086,0,0,0,0,0,0
APP200087,0,0,0,0,0,0
APP200088,0,0,0,0,0,0
APP200089,0,0,0,0,0,0
APP200090,0,0,0,0,0,0
APP200091,0,0,0,0,0,0
APP200092,0,0,0,0,0,0
APP200093,0,0,0,0,0,0
APP200094,0,0,0,1,0,0
APP200095,0,0,0,0,0,0
APP200096,0,0,0,0,0,0
APP200097,0,0,0,0,1,0
APP200098,0,0,0,0,1,0
APP200099,0,0,0,0,0,0
APP200100,0,0,0,0,0,0
APP200101,0,0,0,0,0,0
APP200102,0,0,1,0,0,0
APP200103,0,0,0,0,0,0
APP200104,0,0,0,0,0,0
APP200105,1,1,0,0,0,0
APP200106,0,0,0,0,0,0
APP200107,0,0,0,1,1,0
APP200108,0,0,0,0,0,0
APP200109,0,0,0,0,0,0
APP200110,0,0,0,0,0,0
APP200111,0,0,0,0,0,0
APP200112,0,0,0,0,0,0
APP200113,0,0,0,1,0,0
APP200114,1,0,0,0,0,0
APP200115,0,0,0,1,0,0
APP200116,0,0,0,0,0,0
APP200117,0,0,0,0,1,0
APP200118,0,0,0,0,0,0
APP200119,0,0,0,0,0,0
APP200120,0,0,0,0,0,0
APP200121,0,0,0,0,0,0
APP200122,0,0,0,0,0,0
APP200123,0,1,0,0,0,0
APP200124,0,0,0,0,0,0
APP200125,0,0,0,0,0,0
APP200126,0,0,0,0,0,0
APP200127,0,0,0,0,0,0
APP200128,0,0,0,0,0,0
APP200129,0,0,0,0,0,0
APP200130,0,0,0,0,0,0
APP200131,0,0,0,0,0,0
APP200132,0,0,0,0,0,0
APP200133,0,0,0,0,0,0
APP200134,0,0,0,0,0,0
APP200135,0,0,0,0,0,0
APP200136,0,0,0,0,0,0
APP200137,0,0,0,0,0,0
APP200138,0,0,0,0,0,0
APP200139,0,0,0,0,0,0
APP200140,0,0,0,0,0,0
APP200141,1,0,0,0,1,0
APP200142,0,0,0,0,0,0
APP200143,0,0,0,0,0,0
APP200144,0,0,0,0,0,0
APP200145,0,0,0,0,0,0
APP200146,0,0,0,0,0,0
APP200147,0,0,1,0,0,0
APP200148,0,0,0,0,0,0
APP200149,0,0,0,0,0,0
APP200150,0,1,1,1,1,0
APP200151,0,0,0,0,0,0
APP200152,0,0,0,0,0,0
APP200153,0,0,0,0,0,0
APP200154,0,0,0,0,0,0
APP200155,0,0,1,0,0,0
APP200156,0,0,0,0,0,0
APP200157,0,0,0,0,0,0
APP200158,0,1,0,0,0,0
APP200159,0,0,0,0,0,0
APP200160,0,0,0,0,0,0
APP200161,0,0,0,0,0,0
APP200162,0,0,0,0,0,0
APP200163,0,0,0,0,1,0
APP200164,0,0,0,0,0,0
APP200165,0,0,0,0,0,0
APP200166,0,0,0,0,0,0
APP200167,0,0,0,0,0,0
APP200168,0,0,0,0,0,0
APP200169,0,0,0,0,1,0
APP200170,0,0,0,0,0,0
APP200171,0,0,0,0,0,0
APP200172,0,0,0,0,0,0
APP200173,0,0,0,0,0,0
APP200174,0,0,0,0,0,0
APP200175,0,0,0,1,1,0
APP200176,0,0,0,0,0,0
APP200177,0,0,0,0,0,0
APP200178,0,0,0,0,0,0
APP200179,1,0,0,0,0,0
APP200180,0,0,0,0,0,0
APP200181,0,1,1,0,1,0
APP200182,0,0,0,0,0,0
APP200183,0,0,0,0,0,0
APP200184,0,0,0,0,1,0
APP200185,0,0,0,0,0,0
APP200186,0,0,0,0,0,0
APP200187,0,0,0,0,0,0
APP200188,0,0,0,0,0,0
APP200189,0,0,0,0,0,0
APP200190,0,0,0,0,0,0
APP200191,0,0,0,1,0,0
APP200192,0,0,0,0,0,0
APP200193,0,0,0,1,0,0
APP200194,0,0,0,0,0,0
APP200195,0,0,0,0,0,0
APP200196,0,0,0,0,0,0
APP200197,0,0,0,0,0,0
APP200198,0,0,0,0,1,0
APP200199,1,0,0,0,0,0
APP200200,0,0,0,0,0,0
APP200201,0,0,0,0,0,0
APP200202,1,0,0,0,0,0
APP200203,0,0,0,0,0,0
APP200204,0,0,0,0,0,0
APP200205,1,0,0,0,0,0
APP200206,0,0,0,0,0,0
APP200207,0,0,0,0,0,0
APP200208,0,0,0,0,0,0
APP200209,0,0,0,0,0,0
APP200210,0,0,0,0,0,0
APP200211,0,0,0,0,0,0
APP200212,0,0,0,0,1,0
APP200213,0,0,0,0,0,0
APP200214,0,0,0,0,0,0
APP200215,0,0,0,0,0,0
APP200216,0,0,0,0,0,0
APP200217,0,0,0,0,0,0
APP200218,0,0,0,0,0,0
APP200219,0,0,0,0,0,0
APP200220,0,0,0,0,0,0
APP200221,0,0,0,0,0,0
APP200222,0,0,1,0,0,0
APP200223,0,0,0,0,0,0
APP200224,0,1,1,0,0,0
APP200225,0,0,0,0,0,0
APP200226,0,1,0,0,0,0
APP200227,0,0,1,0,0,0
APP200228,0,0,0,0,0,0
APP200229,0,0,0,0,0,0
APP200230,0,0,0,0,0,0
APP200231,0,0,0,0,0,0
APP200232,0,0,0,0,0,0
APP200233,0,0,0,0,0,0
APP200234,0,0,0,0,0,0
APP200235,0,0,0,0,0,0
APP200236,0,0,0,0,0,0
APP200237,0,0,0,0,0,0
APP200238,0,0,0,0,0,0
APP200239,0,0,0,0,0,0
APP200240,0,0,0,0,0,0
APP200241,0,0,0,0,0,0
APP200242,0,0,0,0,0,0
APP200243,0,0,0,0,0,0
APP200244,0,0,0,0,0,0
APP200245,0,0,0,0,1,0
APP200246,0,1,0,1,0,0
APP200247,1,0,0,0,0,0
APP200248,0,0,0,0,0,0
APP200249,0,0,0,0,0,0
APP200250,0,0,0,0,0,0
APP200251,0,0,0,0,0,0
APP200252,0,0,0,0,1,0
APP200253,0,0,0,0,0,0
APP200254,0,0,0,0,0,0
APP200255,0,0,0,0,0,0
APP200256,0,0,0,0,1,0
APP200257,0,0,0,0,0,0
APP200258,0,0,0,0,0,0
APP200259,0,0,0,0,0,0
APP200260,0,0,0,0,0,0
APP200261,0,0,0,0,0,0
APP200262,0,0,0,0,0,0
APP200263,0,0,0,0,0,0
APP200264,1,1,0,0,0,0
APP200265,0,0,0,0,0,0
APP200266,0,1,0,0,0,0
APP200267,0,0,0,0,0,0
APP200268,0,0,0,0,0,0
APP200269,0,0,0,0,0,0
APP200270,1,0,0,0,0,0
APP200271,0,0,0,0,0,0
APP200272,0,0,0,0,0,0
APP200273,0,0,0,0,0,0
APP200274,0,0,0,0,0,0
APP200275,1,0,0,0,0,0
APP200276,0,0,0,0,0,0
APP200277,0,0,0,0,0,0
APP200278,0,0,0,1,0,0
APP200279,0,0,0,0,0,0
APP200280,0,0,0,0,0,0
APP200281,0,0,0,0,0,0
APP200282,0,0,0,0,0,0
APP200283,0,0,0,0,0,0
APP200284,0,0,0,0,0,0
APP200285,1,0,0,0,0,0
APP200286,0,0,0,0,0,0
APP200287,0,0,0,0,0,0
APP200288,0,1,0,0,0,0
APP200289,0,0,0,0,0,0
APP200290,0,0,0,0,0,0
APP200291,0,0,0,0,0,0
APP200292,0,0,0,0,0,0
APP200293,0,0,0,0,0,0
APP200294,1,0,0,0,0,0
APP200295,0,0,0,0,0,0
APP200296,0,0,0,0,0,0
APP200297,0,1,0,0,0,0
APP200298,0,0,1,0,0,0
APP200299,0,0,0,0,0,0
APP200300,0,0,0,0,0,0
APP200301,0,0,0,0,0,0
APP200302,0,0,0,0,0,0
APP200303,0,0,0,0,0,0
APP200304,0,0,0,0,0,0
APP200305,0,0,0,0,0,0
APP200306,0,0,0,1,0,0
APP200307,0,1,0,0,1,0
APP200308,0,0,0,0,0,0
APP200309,0,0,0,0,0,0
APP200310,0,0,1,0,0,0
APP200311,0,0,0,0,0,0
APP200312,0,0,0,0,0,0
APP200313,1,0,0,0,0,0
APP200314,0,0,0,0,0,0
APP200315,0,0,0,0,0,0
APP200316,0,0,0,0,0,0
APP200317,0,0,0,0,0,0
APP200318,0,0,0,0,0,0
APP200319,0,0,0,0,0,0
APP200320,0,0,0,0,0,0
APP200321,0,1,0,0,0,0
APP200322,0,0,0,0,0,0
APP200323,0,0,0,0,0,0
APP200324,1,0,0,0,0,0
APP200325,0,0,1,0,0,0
APP200326,0,0,0,0,1,0
APP200327,0,0,0,0,0,0
APP200328,0,1,0,0,1,0
APP200329,0,0,0,0,0,0
APP200330,0,0,0,0,0,0
APP200331,0,0,0,0,0,0
APP200332,0,0,0,0,0,0
APP200333,0,0,0,0,0,0
APP200334,0,0,0,0,1,0
APP200335,0,0,0,0,0,0
APP200336,0,0,0,0,0,0
APP200337,0,0,0,0,0,0
APP200338,0,0,0,0,0,0
APP200339,0,0,0,0,0,0
APP200340,0,0,0,0,0,0
APP200341,0,0,0,1,0,0
APP200342,0,0,0,0,0,0
APP200343,0,1,0,0,0,0
APP200344,0,0,0,0,0,0
APP200345,0,0,0,0,0,0
APP200346,0,0,0,0,0,0
APP200347,0,0,0,0,0,0
APP200348,0,0,0,0,0,0
APP200349,0,0,0,0,0,0
APP200350,0,0,0,0,1,0
APP200351,0,0,0,0,0,0
APP200352,0,0,0,0,0,0
APP200353,0,0,0,0,0,0
APP200354,0,0,0,0,0,0
APP200355,0,0,0,0,0,0
APP200356,0,0,0,0,0,0
APP200357,0,1,0,0,1,0
APP200358,0,0,0,0,0,0
APP200359,0,0,0,1,0,0
APP200360,0,0,0,0,0,0
APP200361,0,0,0,0,0,0
APP200362,0,1,0,0,0,0
APP200363,0,1,0,0,0,0
APP200364,0,0,0,0,0,0
APP200365,0,0,0,0,0,0
APP200366,0,0,0,0,0,0
APP200367,0,0,0,0,0,0
APP200368,0,0,0,0,0,0
APP200369,0,0,0,0,0,0
APP200370,0,0,0,0,0,0
APP200371,0,0,1,0,0,0
APP200372,0,0,0,0,0,0
APP200373,0,0,0,0,0,0
APP200374,0,0,0,0,0,0
APP200375,0,0,0,0,0,0
APP200376,0,0,0,0,1,0
APP200377,0,0,0,0,0,0
APP200378,0,0,0,0,0,0
APP200379,0,0,0,0,0,0
APP200380,0,1,0,1,0,0
APP200381,0,0,0,0,0,0
APP200382,0,0,0,0,0,0
APP200383,0,1,0,0,0,0
APP200384,0,0,0,0,0,0
APP200385,0,0,1,0,0,0
APP200386,0,0,0,0,0,0
APP200387,0,0,0,0,0,0
APP200388,0,0,0,0,0,0
APP200389,0,0,0,0,1,0
APP200390,0,0,0,0,0,0
APP200391,0,0,0,0,0,0
APP200392,0,0,0,0,0,0
APP200393,0,0,0,0,0,0
APP200394,0,0,0,0,0,0
APP200395,0,0,0,0,0,0
APP200396,0,0,0,0,0,0
APP200397,0,0,0,0,0,0
APP200398,0,0,0,0,0,0
APP200399,0,0,0,0,0,0
APP200400,0,0,0,0,0,0
APP200401,0,0,0,0,0,0
APP200402,0,0,0,0,0,0
APP200403,0,0,0,0,0,0
APP200404,0,0,0,0,0,0
APP200405,0,0,0,0,0,0
APP200406,0,0,0,0,0,0
APP200407,0,0,0,0,0,0
APP200408,0,0,0,1,0,0
APP200409,0,0,0,0,0,0
APP200410,0,0,0,0,0,0
APP200411,0,0,0,0,0,0
APP200412,0,0,0,0,0,0
APP200413,0,0,0,0,0,0
APP200414,0,0,1,0,0,0
APP200415,0,0,0,0,0,0
APP200416,0,0,0,0,0,0
APP200417,0,0,0,0,0,0
APP200418,0,0,0,0,0,0
APP200419,0,0,0,0,0,0
APP200420,0,0,0,0,0,0
APP200421,0,0,1,0,0,0
APP200422,0,0,0,0,0,0
APP200423,0,0,0,1,0,0
APP200424,0,0,0,0,0,0
APP200425,0,0,0,0,0,0
APP200426,0,0,0,0,0,0
APP200427,0,0,0,0,0,0
APP200428,0,0,0,0,0,0
APP200429,0,0,0,0,0,0
APP200430,0,0,0,0,0,0
APP200431,0,0,0,0,0,0
APP200432,1,0,1,0,0,0
APP200433,0,0,0,0,0,0
APP200434,0,0,1,0,0,0
APP200435,0,0,0,0,0,0
APP200436,0,0,0,1,1,0
APP200437,0,1,0,0,0,0
APP200438,0,0,1,0,0,0
APP200439,0,1,0,0,0,0
APP200440,0,0,0,0,0,0
APP200441,0,0,0,0,0,0
APP200442,0,0,0,0,0,0
APP200443,0,0,0,0,0,0
APP200444,0,0,0,0,0,0
APP200445,0,0,0,0,0,0
APP200446,0,0,0,0,0,0
APP200447,0,0,0,0,0,0
APP200448,0,0,0,0,0,0
APP200449,0,0,0,0,0,0
APP200450,0,0,0,0,0,0
APP200451,1,1,0,0,1,0
APP200452,1,0,0,0,0,0
APP200453,0,0,0,0,0,0
APP200454,0,0,0,0,0,0
APP200455,1,1,0,0,0,0
APP200456,0,0,1,1,0,0
APP200457,1,0,0,0,0,0
APP200458,0,0,0,0,0,0
APP200459,0,0,0,1,0,0
APP200460,0,0,1,0,0,0
APP200461,0,0,0,0,0,0
APP200462,0,0,0,0,0,0
APP200463,0,0,0,0,0,0
APP200464,0,0,0,0,0,0
APP200465,0,0,0,0,0,0
APP200466,0,0,0,0,0,0
APP200467,0,0,0,0,0,0
APP200468,1,0,0,0,0,0
APP200469,0,0,0,0,0,0
APP200470,1,0,0,0,0,0
APP200471,0,0,0,0,0,0
APP200472,0,0,0,0,0,0
APP200473,0,0,1,0,0,0
APP200474,0,0,0,0,0,0
APP200475,0,0,0,0,0,0
APP200476,0,0,0,0,0,0
APP200477,0,0,0,0,0,0
APP200478,0,0,0,0,0,0
APP200479,0,0,0,0,0,0
APP200480,0,0,0,0,0,0
APP200481,1,0,1,0,0,0
APP200482,0,0,0,0,0,0
APP200483,0,0,0,0,1,0
APP200484,0,0,0,0,0,0
APP200485,0,0,0,0,0,0
APP200486,0,0,0,0,0,0
APP200487,0,0,0,1,0,0
APP200488,0,0,0,0,0,0
APP200489,0,0,0,0,0,0
APP200490,0,0,0,0,0,0
APP200491,0,0,0,0,0,0
APP200492,0,0,0,1,0,0
APP200493,0,0,0,0,0,0
APP200494,0,0,1,0,0,0
APP200495,0,0,0,0,0,0
APP200496,0,0,0,0,0,0
APP200497,0,0,0,0,0,0
APP200498,0,0,0,0,0,0
APP200499,0,0,0,0,0,0
APP200500,1,0,0,1,0,0
APP200501,0,1,0,0,0,0
APP200502,0,0,0,1,0,0
APP200503,0,0,0,0,0,0
APP200504,0,0,0,1,0,0
APP200505,0,0,0,0,0,0
APP200506,0,0,0,0,0,0
APP200507,0,0,0,0,0,0
APP200508,0,0,0,0,0,0
APP200509,0,0,0,0,0,0
APP200510,0,0,1,0,0,0
APP200511,0,0,0,0,0,0
APP200512,1,0,0,0,0,0
APP200513,0,0,0,0,0,0
APP200514,0,0,0,0,0,0
APP200515,0,0,0,0,0,0
APP200516,0,0,0,1,0,0
APP200517,0,0,0,0,0,0
APP200518,0,0,0,0,0,0
APP200519,0,0,0,0,0,0
APP200520,0,0,0,0,0,0
APP200521,0,0,0,0,0,0
APP200522,0,0,0,0,0,0
APP200523,0,1,0,0,0,0
APP200524,0,0,0,0,1,0
APP200525,0,0,0,0,0,0
APP200526,0,1,0,0,0,0
APP200527,0,0,1,0,0,0
APP200528,0,0,0,0,0,0
APP200529,0,0,0,0,0,0
APP200530,0,0,0,0,0,0
APP200531,0,0,0,0,0,0
APP200532,0,0,0,0,0,0
APP200533,0,0,0,0,0,0
APP200534,0,0,0,0,0,0
APP200535,0,0,0,0,0,0
APP200536,0,0,0,0,0,0
APP200537,0,0,0,0,0,0
APP200538,0,0,0,0,0,0
APP200539,0,0,0,0,0,0
APP200540,0,0,0,0,0,0
APP200541,0,0,0,0,0,0
APP200542,0,0,0,0,0,0
APP200543,0,0,0,0,0,0
APP200544,0,0,0,0,1,0
APP200545,0,0,0,0,0,0
APP200546,0,0,1,0,1,0
APP200547,0,0,0,0,0,0
APP200548,0,0,0,0,0,0
APP200549,1,0,0,0,0,0
APP200550,0,0,0,0,0,0
APP200551,0,0,0,0,0,0
APP200552,0,0,0,0,0,0
APP200553,0,0,0,1,0,0
APP200554,0,0,0,0,1,0
APP200555,0,0,1,0,1,0
APP200556,0,0,0,0,0,0
APP200557,0,0,0,0,0,0
APP200558,0,0,0,0,0,0
APP200559,0,0,0,0,0,0
APP200560,0,0,0,0,0,0
APP200561,0,0,0,0,0,0
APP200562,0,0,0,0,0,0
APP200563,0,0,0,0,0,0
APP200564,0,0,0,0,0,0
APP200565,0,0,0,0,0,0
APP200566,0,0,0,0,0,0
APP200567,0,0,0,0,0,0
APP200568,0,0,0,0,0,0
APP200569,0,0,0,1,0,0
APP200570,0,0,0,0,0,0
APP200571,0,0,0,0,0,0
APP200572,0,0,0,0,0,0
APP200573,0,0,0,0,0,0
APP200574,0,0,0,0,0,0
APP200575,0,1,0,1,1,0
APP200576,0,0,0,0,0,0
APP200577,0,0,0,0,0,0
APP200578,0,0,0,0,0,0
APP200579,0,0,0,0,0,0
APP200580,0,0,0,0,0,0
APP200581,0,0,0,0,0,0
APP200582,0,0,0,0,0,0
APP200583,0,0,0,0,0,0
APP200584,0,0,0,0,0,0
APP200585,0,0,0,0,0,0
APP200586,0,0,0,0,0,0
APP200587,0,0,0,0,0,0
APP200588,0,0,0,0,0,0
APP200589,0,0,0,0,0,0
APP200590,0,0,0,0,0,0
APP200591,1,0,1,0,0,0
APP200592,0,0,0,0,1,0
APP200593,0,0,0,0,0,0
APP200594,0,0,1,0,0,0
APP200595,0,0,0,1,0,0
APP200596,0,0,0,1,0,0
APP200597,0,0,0,0,0,0
APP200598,0,0,0,0,0,0
APP200599,0,0,0,0,0,0
APP200600,0,0,0,0,0,0
APP200601,0,0,0,0,0,0
APP200602,0,0,0,0,0,0
APP200603,0,0,0,0,0,0
APP200604,0,0,0,1,0,0
APP200605,0,0,0,0,0,0
APP200606,0,0,0,0,0,0
APP200607,0,0,0,0,0,0
APP200608,0,0,0,0,0,0
APP200609,0,0,0,0,0,0
APP200610,0,0,1,0,0,0
APP200611,0,0,0,0,0,0
APP200612,0,1,0,0,0,0
APP200613,0,0,0,0,0,0
APP200614,1,0,0,1,0,0
APP200615,0,0,0,0,0,0
APP200616,0,0,0,0,0,0
APP200617,0,0,0,0,0,0
APP200618,0,0,0,0,0,0
APP200619,0,0,0,0,0,0
APP200620,0,0,0,0,1,0
APP200621,0,0,0,0,0,0
APP200622,0,0,0,0,0,0
APP200623,0,0,0,0,0,0
APP200624,0,0,0,0,0,0
APP200625,0,0,0,0,0,0
APP200626,0,0,0,0,1,0
APP200627,0,0,0,0,0,0
APP200628,0,0,0,0,0,0
APP200629,0,0,0,0,0,0
APP200630,0,0,0,0,0,0
APP200631,0,0,0,0,0,0
APP200632,0,0,0,0,0,0
APP200633,0,0,0,0,0,0
APP200634,1,0,0,0,0,0
APP200635,0,0,0,0,1,0
APP200636,0,0,0,0,0,0
APP200637,0,0,0,0,0,0
APP200638,0,1,0,0,0,0
APP200639,0,0,0,0,0,0
APP200640,0,0,0,0,0,0
APP200641,0,0,0,0,0,0
APP200642,0,0,0,1,0,0
APP200643,0,0,0,0,1,0
APP200644,0,0,0,0,0,0
APP200645,0,0,0,0,0,0
APP200646,0,0,1,0,0,0
APP200647,0,1,0,0,0,0
APP200648,0,0,0,0,0,0
APP200649,0,0,0,0,0,0
APP200650,1,0,0,0,0,0
APP200651,0,0,0,0,0,0
APP200652,0,0,0,0,0,0
APP200653,0,0,0,0,0,0
APP200654,0,0,0,1,0,0
APP200655,0,0,0,0,0,0
APP200656,0,0,0,0,0,0
APP200657,1,0,0,0,0,0
APP200658,0,0,0,0,0,0
APP200659,0,0,0,0,0,0
APP200660,0,0,0,0,0,0
APP200661,0,0,0,0,0,0
APP200662,0,0,0,0,0,0
APP200663,0,0,0,0,0,0
APP200664,0,0,0,0,0,0
APP200665,0,0,0,0,0,0
APP200666,0,0,0,0,0,0
APP200667,0,0,0,0,0,0
APP200668,0,0,0,0,0,0
APP200669,0,0,0,0,0,0
APP200670,0,0,1,0,1,0
APP200671,0,0,0,0,0,0
APP200672,0,0,0,0,0,0
APP200673,0,0,0,0,0,0
APP200674,0,0,0,1,0,0
APP200675,0,0,0,0,0,0
APP200676,0,0,0,0,0,0
APP200677,0,0,0,0,1,0
APP200678,0,0,0,0,0,0
APP200679,0,0,0,0,0,0
APP200680,0,0,0,0,0,0
APP200681,0,0,0,0,0,0
APP200682,0,0,0,0,0,0
APP200683,0,0,0,0,0,0
APP200684,1,0,0,0,1,0
APP200685,0,0,0,0,0,0
APP200686,0,0,0,0,0,0
APP200687,0,0,0,0,0,0
APP200688,0,0,0,1,0,0
APP200689,0,0,0,0,0,0
APP200690,0,0,1,0,0,0
APP200691,0,1,1,1,1,0
APP200692,0,1,1,0,0,0
APP200693,0,0,0,0,0,0
APP200694,0,0,0,0,0,0
APP200695,0,0,0,0,0,0
APP200696,0,0,0,0,0,0
APP200697,0,0,0,0,0,0
APP200698,0,0,0,0,0,0
APP200699,0,0,0,0,0,0
APP200700,0,0,0,0,0,0
APP200701,0,0,0,0,0,0
APP200702,0,0,0,0,0,0
APP200703,0,0,0,1,0,0
APP200704,0,0,0,0,0,0
APP200705,0,0,0,0,0,0
APP200706,0,0,0,0,0,0
APP200707,0,0,0,0,0,0
APP200708,1,0,0,0,0,0
APP200709,0,0,0,0,0,0
APP200710,0,0,0,0,0,0
APP200711,0,0,0,0,0,0
APP200712,0,0,0,0,0,0
APP200713,0,0,0,0,0,0
APP200714,0,0,0,0,0,0
APP200715,0,0,0,0,0,0
APP200716,0,0,0,0,0,0
APP200717,0,0,0,0,0,0
APP200718,0,0,0,0,0,0
APP200719,0,0,1,0,0,0
APP200720,0,0,0,0,0,0
APP200721,1,0,0,0,0,0
APP200722,0,0,0,0,1,0
APP200723,1,0,0,0,1,0
APP200724,0,0,0,0,0,0
APP200725,0,0,0,0,0,0
APP200726,0,0,0,0,0,0
APP200727,0,0,0,0,0,0
APP200728,0,0,0,0,0,0
APP200729,0,0,0,0,1,0
APP200730,1,0,0,1,0,0
APP200731,0,0,0,0,0,0
APP200732,0,0,0,0,0,0
APP200733,0,0,1,0,0,0
APP200734,0,0,0,0,0,0
APP200735,0,0,0,0,0,0
APP200736,0,0,0,0,0,0
APP200737,0,0,0,0,0,0
APP200738,0,0,1,0,0,0
APP200739,0,0,0,0,0,0
APP200740,0,0,0,0,0,0
APP200741,0,0,0,0,0,0
APP200742,0,0,0,0,0,0
APP200743,0,0,1,1,0,0
APP200744,1,1,0,0,1,0
APP200745,0,0,0,0,0,0
APP200746,0,0,0,0,0,0
APP200747,0,0,1,0,0,0
APP200748,0,0,0,0,0,0
APP200749,0,0,0,1,0,0
APP200750,0,0,0,0,0,0
APP200751,0,0,0,0,0,0
APP200752,0,0,0,0,0,0
APP200753,0,0,0,0,0,0
APP200754,0,0,0,0,0,0
APP200755,0,0,0,0,0,0
APP200756,0,0,0,0,0,0
APP200757,0,0,0,0,0,0
APP200758,0,0,0,0,0,0
APP200759,0,0,0,0,0,0
APP200760,0,0,1,0,0,0
APP200761,0,0,0,0,0,0
APP200762,0,0,0,0,0,0
APP200763,0,0,0,0,0,0
APP200764,0,0,0,0,0,0
APP200765,0,0,0,0,0,0
APP200766,0,1,0,0,0,0
APP200767,0,0,0,0,0,0
APP200768,0,0,0,0,0,0
APP200769,0,1,0,0,0,0
APP200770,0,1,1,0,0,0
APP200771,0,0,0,0,0,0
APP200772,0,0,0,0,0,0
APP200773,0,0,0,0,0,0
APP200774,0,0,0,0,0,0
APP200775,0,0,0,0,0,0
APP200776,0,0,0,0,0,0
APP200777,0,0,0,0,0,0
APP200778,0,0,0,0,0,0
APP200779,0,0,0,0,0,0
APP200780,0,0,0,0,0,0
APP200781,0,0,0,0,0,0
APP200782,0,0,0,0,0,0
APP200783,0,0,0,0,1,0
APP200784,0,0,0,0,0,0
APP200785,0,0,0,0,0,0
APP200786,0,0,0,0,0,0
APP200787,1,0,0,0,1,0
APP200788,0,1,1,0,0,0
APP200789,0,0,0,0,0,0
APP200790,0,0,0,0,0,0
APP200791,0,0,0,0,0,0
APP200792,0,0,0,1,0,0
APP200793,0,0,0,0,0,0
APP200794,0,0,0,0,0,0
APP200795,1,0,1,0,0,0
APP200796,0,0,0,0,0,0
APP200797,1,0,0,0,0,0
APP200798,0,0,0,0,0,0
APP200799,0,0,0,0,0,0
APP200800,0,0,0,0,0,0
APP200801,0,0,0,0,0,0
APP200802,0,0,0,0,0,0
APP200803,0,0,0,0,0,0
APP200804,1,0,0,0,0,0
APP200805,0,0,0,0,0,0
APP200806,0,1,0,0,0,0
APP200807,0,0,0,0,0,0
APP200808,0,0,0,0,0,0
APP200809,0,0,0,0,0,0
APP200810,0,0,0,0,0,0
APP200811,0,0,0,0,0,0
APP200812,0,0,0,0,1,0
APP200813,0,0,0,0,0,0
APP200814,0,0,0,0,0,0
APP200815,0,0,1,0,0,0
